engine,scenario_id,route,decision_time_us,latency_ms,cost_usd,success,reward,agreement_with_rule,ctx_network_latency_ms,ctx_connectivity,ctx_cpu_available,ctx_priority,ctx_batch_size,ctx_cost_budget_usd,ctx_model_size_mb
RuleBased,0,edge,4.528,44.314,2e-05,True,1.78,True,9999.0,0,50.226417970812555,1,32,0.005,40.0
RuleBased,1,hybrid,5.153,153.434,0.016,True,-35.668,True,221.89517897381796,1,56.5311927296447,5,32,0.5,40.0
RuleBased,2,edge,3.179,40.084,2e-05,True,-4.625,True,21.216723731294653,1,12.265129983173967,3,1,0.0,22.5
RuleBased,3,cloud,4.205,161.771,0.0017,True,-32.038,True,120.90783738094828,1,27.636179337570116,5,2,0.5,40.0
RuleBased,4,edge,3.799,56.017,2e-05,True,-3.301,True,367.09374787948576,1,13.06984730191937,3,2,0.005,40.0
RuleBased,5,hybrid,3.92,256.949,0.0005,True,-23.408,True,426.9412495286309,1,38.19601411162913,3,1,1.0,40.0
RuleBased,6,hybrid,3.696,62.766,0.004,True,-9.534,True,75.89501294652214,1,50.572287382404745,3,8,0.5,40.0
RuleBased,7,edge,2.98,36.921,2e-05,True,1.709,True,221.5837522649769,1,88.36098081174276,5,8,0.0,40.0
RuleBased,8,hybrid,3.853,85.068,0.008,True,-17.479,True,81.91944891738484,1,9.399893631378358,1,16,5.0,40.0
RuleBased,9,hybrid,3.7,81.117,0.0005,True,-6.303,True,88.35802608292022,1,84.58755344602058,4,1,5.0,22.5
RuleBased,10,edge,3.298,18.801,2e-05,True,1.135,True,362.9711911539961,1,91.36598429717351,3,2,0.5,15.1
RuleBased,11,edge,3.279,41.679,2e-05,True,0.799,True,330.4942554303393,1,67.84912029728562,3,4,0.005,15.1
RuleBased,12,cloud,3.749,98.703,0.0034,True,-10.472,True,24.452906965408072,1,18.485937483667158,5,4,1.0,22.5
RuleBased,13,hybrid,3.556,101.09,0.016,True,-26.975,True,115.92203233281558,1,67.3383137114437,5,32,0.5,22.5
RuleBased,14,hybrid,3.411,271.707,0.016,True,-43.551,True,455.48778665168265,1,79.82626301129329,1,32,0.5,40.0
RuleBased,15,edge,2.872,52.147,2e-05,True,-3.545,True,462.5458835313375,1,21.47439529787079,3,16,0.0,15.1
RuleBased,16,edge,2.649,40.795,2e-05,True,-2.849,True,197.66181145904972,1,22.512794936296476,3,1,0.0,6.2
RuleBased,17,edge,2.677,42.186,2e-05,True,0.593,True,9999.0,0,57.257599303075274,3,1,0.005,9.4
RuleBased,18,edge,2.662,57.223,2e-05,True,-6.278,True,9999.0,0,9.01931686451249,4,2,5.0,15.1
RuleBased,19,edge,3.618,29.053,2e-05,True,-0.003,True,170.4525124952125,1,57.47588956121745,3,32,5.0,9.4
RuleBased,20,hybrid,8.051,155.209,0.008,True,-27.271,True,247.03209372020189,1,16.80946518663295,3,16,0.05,6.2
RuleBased,21,hybrid,3.668,86.846,0.004,True,-11.182,True,96.85832715650527,1,17.18115218363267,2,8,1.0,22.5
RuleBased,22,edge,2.762,36.555,2e-05,True,0.464,True,91.29742331515878,1,77.62169970350519,3,1,0.0,6.2
RuleBased,23,edge,3.179,22.778,2e-05,True,2.344,True,330.2107740166287,1,89.10893208725777,3,1,0.5,15.1
RuleBased,24,edge,3.187,22.277,2e-05,True,2.344,True,236.06738326326396,1,87.25612201484707,3,4,1.0,9.4
RuleBased,25,hybrid,3.49,173.705,0.004,True,-18.816,True,269.4145901452981,1,44.02468112186249,2,8,5.0,6.2
RuleBased,26,edge,2.668,31.239,2e-05,True,-0.429,True,36.39329026518078,1,63.2507414589151,3,16,0.0,22.5
RuleBased,27,edge,3.259,28.559,2e-05,True,0.321,True,327.60930963228685,1,48.54567053902964,2,1,5.0,40.0
RuleBased,28,cloud,3.614,555.884,0.0136,True,-91.556,True,443.67985314197296,1,85.51541251013332,5,16,0.005,22.5
RuleBased,29,edge,3.079,31.661,2e-05,True,1.352,True,275.8452370670561,1,83.12413541286656,2,1,0.005,15.1
RuleBased,30,hybrid,3.407,279.633,0.0005,True,-19.727,True,499.63680665581717,1,78.34946026963267,2,1,1.0,22.5
RuleBased,31,edge,3.431,41.236,2e-05,True,-2.274,True,273.0808894512741,1,52.22290472465813,5,1,0.005,9.4
RuleBased,32,edge,3.169,45.884,2e-05,True,-2.5,True,9999.0,0,13.380763821869108,3,2,1.0,9.4
RuleBased,33,cloud,3.736,298.96,0.0068,True,-43.829,True,188.9360768075238,1,19.108321082988045,5,8,1.0,9.4
RuleBased,34,edge,2.624,44.568,2e-05,True,1.837,True,9999.0,0,69.44112856121737,4,8,0.005,40.0
RuleBased,35,edge,3.307,30.949,2e-05,True,1.132,True,148.68833900799996,1,55.016074269530435,1,2,0.5,9.4
RuleBased,36,edge,2.623,41.612,2e-05,True,-2.796,True,9999.0,0,10.438350277544153,2,32,5.0,6.2
RuleBased,37,edge,3.311,39.593,2e-05,True,1.398,True,152.85731406727513,1,80.36521118694806,2,2,0.05,15.1
RuleBased,38,edge,2.518,36.813,2e-05,True,0.733,True,9999.0,0,42.04781009245229,2,32,0.5,6.2
RuleBased,39,edge,2.544,37.057,2e-05,True,-2.969,True,9999.0,0,26.17028416743869,4,1,1.0,40.0
RuleBased,40,cloud,3.769,504.821,0.0136,True,-76.65,True,431.571602882052,1,33.34769897295616,4,16,5.0,40.0
RuleBased,41,edge,2.519,42.317,2e-05,True,-1.484,True,9999.0,0,41.37714951072436,3,8,0.5,6.2
RuleBased,42,edge,3.185,28.094,2e-05,True,2.651,True,433.4243696973149,1,66.32633267109085,2,4,0.05,6.2
RuleBased,43,edge,2.627,48.406,2e-05,True,-3.645,True,229.63585214048896,1,7.129698286419986,4,2,0.0,15.1
RuleBased,44,edge,3.13,29.511,2e-05,True,1.19,True,173.06361050226474,1,86.26644314694633,2,2,1.0,6.2
RuleBased,45,hybrid,3.55,67.818,0.0005,True,-2.606,True,74.04684840008304,1,60.707326166642225,3,1,0.05,40.0
RuleBased,46,hybrid,3.576,204.234,0.001,True,-21.632,True,334.7839223226589,1,7.591475533167321,3,2,0.5,22.5
RuleBased,47,cloud,3.551,277.134,0.0068,True,-26.442,True,222.07301257583984,1,24.76087637053205,1,8,5.0,40.0
RuleBased,48,cloud,3.471,311.233,0.00085,True,-15.371,True,210.4920430987337,1,27.947688034135467,1,1,0.05,40.0
RuleBased,49,cloud,3.585,245.602,0.0068,True,-23.5,True,146.63173660688022,1,33.32702206432201,1,8,0.005,40.0
RuleBased,50,edge,2.585,22.196,2e-05,True,3.305,True,9999.0,0,82.9513702282123,2,32,0.05,40.0
RuleBased,51,edge,2.607,37.297,2e-05,True,0.282,True,172.39901085945033,1,64.20809489234315,3,1,0.0,9.4
RuleBased,52,edge,3.389,28.487,2e-05,True,1.737,True,433.81141835753976,1,88.4506656756054,4,4,0.05,9.4
RuleBased,53,hybrid,3.485,123.023,0.002,True,-11.558,True,152.3657358063028,1,82.50917336410393,4,4,0.5,40.0
RuleBased,54,hybrid,3.598,248.464,0.0005,True,-27.176,True,450.57069226013044,1,65.60630546698103,4,1,0.5,9.4
RuleBased,55,cloud,3.592,101.031,0.0068,True,-18.723,True,22.54966837325961,1,36.89890550999243,4,8,0.5,6.2
RuleBased,56,cloud,3.395,160.558,0.00085,True,-9.102,True,60.41951048029496,1,38.55144783262317,4,1,5.0,6.2
RuleBased,57,cloud,3.722,85.813,0.0068,True,-14.959,True,28.809173822696952,1,24.54103251161458,2,8,1.0,6.2
RuleBased,58,edge,3.584,18.819,2e-05,True,1.095,True,202.67929627530913,1,91.68289733974565,4,16,0.005,40.0
